date,hour,category,item,qty,unit_price,weather,event,notes
2024-11-02,08,beverage,drip_coffee,27,2.60,windy,None,windy morning
2024-11-02,08,beverage,latte,15,4.15,windy,None,
2024-11-02,08,pastry,croissant,12,2.85,windy,None,
2024-11-02,08,pastry,blueberry_muffin,10,2.60,windy,None,
2024-11-02,08,beverage,iced_coffee,7,3.15,windy,None,
2024-11-02,09,beverage,drip_coffee,32,2.60,windy,None,peak
2024-11-02,09,beverage,latte,20,4.15,windy,None,
2024-11-02,09,beverage,cappuccino,9,3.90,windy,None,
2024-11-02,09,pastry,croissant,14,2.85,windy,None,
2024-11-02,09,pastry,chocolate_chip_cookie,9,2.10,windy,None,
2024-11-02,10,beverage,drip_coffee,25,2.60,windy,None,
2024-11-02,10,beverage,latte,18,4.15,windy,None,
2024-11-02,10,beverage,chai_latte,7,3.65,windy,None,
2024-11-02,10,pastry,banana_bread,8,2.85,windy,None,
2024-11-02,10,pastry,croissant,10,2.85,windy,None,
2024-11-02,11,beverage,iced_coffee,12,3.15,windy,None,
2024-11-02,11,beverage,drip_coffee,20,2.60,windy,None,
2024-11-02,11,food,breakfast_burrito,8,5.65,windy,None,
2024-11-02,11,food,ham_panini,6,6.65,windy,None,
2024-11-02,11,pastry,brownie,6,2.35,windy,None,
2024-11-02,12,food,veggie_panini,9,6.40,windy,None,lunch start
2024-11-02,12,food,grilled_cheese,7,5.90,windy,None,
2024-11-02,12,beverage,latte,14,4.15,windy,None,
2024-11-02,12,beverage,iced_tea,9,2.85,windy,None,
2024-11-02,12,pastry,chocolate_chip_cookie,8,2.10,windy,None,
2024-11-02,13,food,ham_panini,9,6.65,windy,None,lunch peak
2024-11-02,13,food,veggie_panini,10,6.40,windy,None,
2024-11-02,13,beverage,iced_coffee,15,3.15,windy,None,
2024-11-02,13,beverage,lemonade,8,3.15,windy,None,
2024-11-02,13,pastry,brownie,7,2.35,windy,None,
2024-11-02,14,food,grilled_cheese,8,5.90,windy,None,
2024-11-02,14,food,caesar_salad,6,6.90,windy,None,
2024-11-02,14,beverage,iced_tea,11,2.85,windy,None,
2024-11-02,14,beverage,latte,11,4.15,windy,None,
2024-11-02,14,pastry,blueberry_muffin,6,2.60,windy,None,
2024-11-02,15,beverage,drip_coffee,14,2.60,windy,None,afternoon
2024-11-02,15,beverage,iced_coffee,10,3.15,windy,None,
2024-11-02,15,beverage,chai_latte,6,3.65,windy,None,
2024-11-02,15,pastry,croissant,5,2.85,windy,None,
2024-11-02,15,food,grilled_cheese,5,5.90,windy,None,
2024-11-03,08,beverage,drip_coffee,23,2.60,overcast,None,slow open
2024-11-03,08,beverage,latte,14,4.15,overcast,None,
2024-11-03,08,pastry,croissant,10,2.85,overcast,None,
2024-11-03,08,pastry,blueberry_muffin,8,2.60,overcast,None,
2024-11-03,08,beverage,iced_coffee,6,3.15,overcast,None,
2024-11-03,09,beverage,drip_coffee,27,2.60,overcast,None,
2024-11-03,09,beverage,latte,16,4.15,overcast,None,
2024-11-03,09,beverage,cappuccino,8,3.90,overcast,None,
2024-11-03,09,pastry,croissant,11,2.85,overcast,None,
2024-11-03,09,pastry,chocolate_chip_cookie,7,2.10,overcast,None,
2024-11-03,10,beverage,drip_coffee,21,2.60,overcast,None,
2024-11-03,10,beverage,latte,15,4.15,overcast,None,
2024-11-03,10,beverage,chai_latte,6,3.65,overcast,None,
2024-11-03,10,pastry,banana_bread,7,2.85,overcast,None,
2024-11-03,10,pastry,croissant,8,2.85,overcast,None,
2024-11-03,11,food,breakfast_burrito,7,5.65,overcast,None,
2024-11-03,11,beverage,drip_coffee,18,2.60,overcast,None,
2024-11-03,11,beverage,iced_coffee,9,3.15,overcast,None,
2024-11-03,11,food,ham_panini,5,6.65,overcast,None,
2024-11-03,11,pastry,brownie,6,2.35,overcast,None,
2024-11-03,12,food,veggie_panini,7,6.40,overcast,None,lunch start
2024-11-03,12,food,grilled_cheese,6,5.90,overcast,None,
2024-11-03,12,beverage,iced_tea,8,2.85,overcast,None,
2024-11-03,12,beverage,latte,11,4.15,overcast,None,
2024-11-03,12,pastry,chocolate_chip_cookie,6,2.10,overcast,None,
2024-11-03,13,food,ham_panini,7,6.65,overcast,None,lunch modest
2024-11-03,13,food,veggie_panini,8,6.40,overcast,None,
2024-11-03,13,beverage,iced_coffee,11,3.15,overcast,None,
2024-11-03,13,beverage,lemonade,7,3.15,overcast,None,
2024-11-03,13,pastry,brownie,5,2.35,overcast,None,
2024-11-03,14,food,grilled_cheese,6,5.90,overcast,None,
2024-11-03,14,food,caesar_salad,5,6.90,overcast,None,
2024-11-03,14,beverage,iced_tea,9,2.85,overcast,None,
2024-11-03,14,beverage,latte,9,4.15,overcast,None,
2024-11-03,14,pastry,blueberry_muffin,4,2.60,overcast,None,
2024-11-03,15,beverage,drip_coffee,11,2.60,overcast,None,closeout
2024-11-03,15,beverage,iced_coffee,8,3.15,overcast,None,
2024-11-03,15,beverage,chai_latte,5,3.65,overcast,None,
2024-11-03,15,pastry,croissant,4,2.85,overcast,None,low waste
2024-11-03,15,food,grilled_cheese,4,5.90,overcast,None,
