date,hour,category,item,qty,unit_price,weather,event,notes
2024-12-07,08,beverage,drip_coffee,29,2.55,snow,WinterFest,slow travel
2024-12-07,08,beverage,latte,17,4.10,snow,WinterFest,
2024-12-07,08,pastry,croissant,13,2.80,snow,WinterFest,
2024-12-07,08,pastry,blueberry_muffin,11,2.55,snow,WinterFest,
2024-12-07,08,beverage,hot_chocolate,12,3.25,snow,WinterFest,seasonal spike
2024-12-07,09,beverage,drip_coffee,33,2.55,snow,WinterFest,peak
2024-12-07,09,beverage,latte,21,4.10,snow,WinterFest,
2024-12-07,09,beverage,cappuccino,10,3.85,snow,WinterFest,
2024-12-07,09,pastry,croissant,16,2.80,snow,WinterFest,
2024-12-07,09,pastry,chocolate_chip_cookie,10,2.05,snow,WinterFest,
2024-12-07,10,beverage,drip_coffee,26,2.55,cloudy,None,
2024-12-07,10,beverage,latte,19,4.10,cloudy,None,
2024-12-07,10,beverage,hot_chocolate,14,3.25,cloudy,None,
2024-12-07,10,pastry,banana_bread,9,2.80,cloudy,None,
2024-12-07,10,pastry,croissant,12,2.80,cloudy,None,
2024-12-07,11,beverage,drip_coffee,22,2.55,cloudy,None,
2024-12-07,11,beverage,hot_chocolate,12,3.25,cloudy,None,
2024-12-07,11,food,breakfast_burrito,9,5.60,cloudy,None,
2024-12-07,11,food,ham_panini,7,6.60,cloudy,None,
2024-12-07,11,pastry,brownie,7,2.30,cloudy,None,
2024-12-07,12,food,veggie_panini,10,6.35,cloudy,None,lunch start
2024-12-07,12,food,grilled_cheese,8,5.85,cloudy,None,
2024-12-07,12,beverage,hot_chocolate,10,3.25,cloudy,None,
2024-12-07,12,beverage,iced_tea,7,2.80,cloudy,None,
2024-12-07,12,pastry,chocolate_chip_cookie,9,2.05,cloudy,None,
2024-12-07,13,food,ham_panini,10,6.60,cloudy,None,lunch peak
2024-12-07,13,food,veggie_panini,11,6.35,cloudy,None,
2024-12-07,13,beverage,hot_chocolate,11,3.25,cloudy,None,
2024-12-07,13,beverage,lemonade,6,3.10,cloudy,None,
2024-12-07,13,pastry,brownie,8,2.30,cloudy,None,
2024-12-07,14,food,grilled_cheese,9,5.85,cloudy,None,
2024-12-07,14,food,caesar_salad,7,6.85,cloudy,None,
2024-12-07,14,beverage,hot_chocolate,10,3.25,cloudy,None,
2024-12-07,14,beverage,latte,12,4.10,cloudy,None,
2024-12-07,14,pastry,blueberry_muffin,6,2.55,cloudy,None,
2024-12-07,15,beverage,drip_coffee,14,2.55,cloudy,None,afternoon
2024-12-07,15,beverage,hot_chocolate,11,3.25,cloudy,None,
2024-12-07,15,beverage,chai_latte,7,3.60,cloudy,None,
2024-12-07,15,pastry,croissant,6,2.80,cloudy,None,
2024-12-07,15,food,grilled_cheese,6,5.85,cloudy,None,
2024-12-08,08,beverage,drip_coffee,24,2.55,snow,None,slow open
2024-12-08,08,beverage,latte,15,4.10,snow,None,
2024-12-08,08,pastry,croissant,11,2.80,snow,None,
2024-12-08,08,pastry,blueberry_muffin,9,2.55,snow,None,
2024-12-08,08,beverage,hot_chocolate,13,3.25,snow,None,
2024-12-08,09,beverage,drip_coffee,28,2.55,snow,None,
2024-12-08,09,beverage,latte,17,4.10,snow,None,
2024-12-08,09,beverage,cappuccino,9,3.85,snow,None,
2024-12-08,09,pastry,croissant,12,2.80,snow,None,
2024-12-08,09,pastry,chocolate_chip_cookie,8,2.05,snow,None,
2024-12-08,10,beverage,drip_coffee,23,2.55,overcast,None,
2024-12-08,10,beverage,latte,16,4.10,overcast,None,
2024-12-08,10,beverage,hot_chocolate,12,3.25,overcast,None,
2024-12-08,10,pastry,banana_bread,8,2.80,overcast,None,
2024-12-08,10,pastry,croissant,9,2.80,overcast,None,
2024-12-08,11,food,breakfast_burrito,8,5.60,overcast,None,
2024-12-08,11,beverage,drip_coffee,19,2.55,overcast,None,
2024-12-08,11,beverage,hot_chocolate,11,3.25,overcast,None,
2024-12-08,11,food,ham_panini,6,6.60,overcast,None,
2024-12-08,11,pastry,brownie,6,2.30,overcast,None,
2024-12-08,12,food,veggie_panini,8,6.35,overcast,None,lunch start
2024-12-08,12,food,grilled_cheese,7,5.85,overcast,None,
2024-12-08,12,beverage,hot_chocolate,10,3.25,overcast,None,
2024-12-08,12,beverage,iced_tea,6,2.80,overcast,None,
2024-12-08,12,pastry,chocolate_chip_cookie,7,2.05,overcast,None,
2024-12-08,13,food,ham_panini,8,6.60,overcast,None,lunch modest
2024-12-08,13,food,veggie_panini,9,6.35,overcast,None,
2024-12-08,13,beverage,hot_chocolate,10,3.25,overcast,None,
2024-12-08,13,beverage,lemonade,5,3.10,overcast,None,
2024-12-08,13,pastry,brownie,5,2.30,overcast,None,
2024-12-08,14,food,grilled_cheese,6,5.85,overcast,None,
2024-12-08,14,food,caesar_salad,5,6.85,overcast,None,
2024-12-08,14,beverage,hot_chocolate,9,3.25,overcast,None,
2024-12-08,14,beverage,latte,10,4.10,overcast,None,
2024-12-08,14,pastry,blueberry_muffin,4,2.55,overcast,None,
2024-12-08,15,beverage,drip_coffee,12,2.55,overcast,None,closeout
2024-12-08,15,beverage,hot_chocolate,9,3.25,overcast,None,
2024-12-08,15,beverage,chai_latte,5,3.60,overcast,None,
2024-12-08,15,pastry,croissant,4,2.80,overcast,None,low waste
2024-12-08,15,food,grilled_cheese,4,5.85,overcast,None,
